CD_SETOR;AREA_KM2;POPULAÇÃO;POPULAÇÃO INFANTIL;POPULAÇÃO IDOSA;DENSIDADE POPULACIONAL (hab/KM²)
211130005000522;0.0614366;616;33;134.0;10026.59652389618
211130005000523;0.0193723;680;52;44.0;35101.665780521675
211130005000524;0.0214113;575;30;39.0;26854.978445960776
211130005000525;0.0110271;428;26;18.0;38813.46863635952
211130005000529;0.2753567;371;20;56.0;1347.343282367925
211130005000530;0.1806043;1150;53;165.0;6367.511736985221
211130005000531;0.1001894;714;36;121.0;7126.50240444598
211130005000533;0.1986712;626;26;120.0;3150.93481088351
211130005000534;0.0966694;1076;36;276.0;11130.719752062183
211130005000535;0.0977251;733;18;193.0;7500.631874513303
211130005000536;0.1397869;834;26;209.0;5966.224302849552
211130005000537;0.0424308;326;8;73.0;7683.098126832396
211130005000538;0.1007765;940;28;269.0;9327.571408016749
211130005000539;0.0896994;919;29;221.0;10245.330515031315
211130005000540;0.0679069;792;33;193.0;11663.026879448185
211130005000541;0.097992;1020;59;248.0;10409.012980651481
211130005000542;0.0955306;824;27;194.0;8625.50847581822
211130005000543;0.0773409;944;29;229.0;12205.702286888309
211130005000544;0.1108902;992;41;238.0;8945.78601174856
211130005000545;0.0906523;951;40;226.0;10490.632890726434
211130005000546;0.0599097;691;23;164.0;11534.025374855824
211130005000547;0.1060823;927;28;227.0;8738.498316872843
211130005000548;0.0911405;828;35;177.0;9084.874452082226
211130005000549;0.0455922;531;19;158.0;11646.729045757827
211130005000550;0.0928182;766;23;223.0;8252.691821216098
211130005000551;0.1203263;1034;41;272.0;8593.300051609665
211130005000552;0.0907464;960;31;267.0;10578.932056808864
211130005000553;0.1194761;874;27;282.0;7315.270585497852
211130005000554;0.0898742;924;41;255.0;10281.03727209811
211130005000555;0.0889221;851;35;234.0;9570.174343610868
211130005000556;0.1174282;949;42;221.0;8081.534077845015
211130005000558;0.0785846;707;20;206.0;8996.673648526556
211130005000559;0.0604889;450;19;99.0;7439.381440231183
211130005000560;0.0722276;535;13;150.0;7407.140760595672
211130005000561;0.0806476;414;11;117.0;5133.444764630318
211130005000562;0.1327067;850;32;236.0;6405.102379909981
211130005000563;0.0884189;637;25;179.0;7204.342058089391
211130005000564;0.0969456;610;29;123.0;6292.188608869304
211130005000565;0.1128078;635;34;56.0;5629.043381751971
211130005000566;0.0290379;587;28;92.0;20214.96044824178
211130005000567;0.018049;447;20;49.0;24765.915009141783
211130005000568;0.0224269;441;17;41.0;19663.885780023098
211130005000569;0.076061;804;38;151.0;10570.463180867988
211130005000570;0.1179107;464;19;70.0;3935.1814551181533
211130005000571;0.2555474;1032;50;189.0;4038.389746872792
211130005000572;0.0469003;355;18;28.0;7569.247957902188
211130005000573;0.12615;837;39;82.0;6634.958382877526
211130005000574;0.0370376;422;16;55.0;11393.826813832431
211130005000575;0.8434098;730;46;78.0;865.5341685619494
211130005000576;0.0590109;669;60;60.0;11336.888608714662
211130005000578;0.0974537;859;44;150.0;8814.442140216328
211130005000579;0.2072582;781;29;107.0;3768.2465639477714
211130005000581;0.1006098;504;26;72.0;5009.452359511698
211130005000582;0.1058344;909;37;171.0;8588.889812764091
211130005000583;0.0774595;855;51;144.0;11038.026323433536
211130005000585;0.0678731;849;42;124.0;12508.63744252141
211130005000586;0.035836;621;42;75.0;17328.942962384193
211130005000587;0.0372338;608;32;73.0;16329.249230537846
211130005000588;0.0539354;860;35;117.0;15945.000871412838
211130005000589;0.0773548;769;61;80.0;9941.20597558264
211130005000591;0.1408441;1004;46;155.0;7128.449115014402
211130005000592;0.1433384;1025;43;221.0;7150.910014343679
211130005000594;0.060403;825;47;115.0;13658.262006853965
211130005000595;0.1524534;828;34;159.0;5431.167819149983
211130005000596;0.1956621;474;17;74.0;2422.5437629464263
211130005000598;0.1487144;686;30;110.0;4612.868693280543
211130005000601;0.1011846;757;39;124.0;7481.375624353904
211130005000602;0.09974;737;36;93.0;7389.21195107279
211130005000604;0.0772085;659;40;78.0;8535.32965929917
211130005000605;0.1574583;1081;65;99.0;6865.309735974541
211130005000606;1.3806356;817;41;113.0;591.7564345001679
211130005000608;0.0815776;634;26;47.0;7771.7412623073
211130005000610;0.1137079;967;48;86.0;8504.24640680199
211130005000611;0.0799359;1043;52;156.0;13047.954673682287
211130005000612;0.0792546;1033;43;176.0;13033.943771087104
211130005000613;0.1195296;587;37;61.0;4910.917463122105
211130005000615;0.0459164;584;40;100.0;12718.767150734813
211130005000616;0.0416388;569;31;72.0;13665.139245127142
211130005000617;0.0691578;1006;51;176.0;14546.443062098562
211130005000618;0.0565599;977;41;168.0;17273.722195406994
211130005000619;0.060875;1054;47;167.0;17314.168377823407
211130005000620;0.0770579;1020;37;186.0;13236.79986088383
211130005000622;0.0681046;774;43;127.0;11364.871095344513
211130005000623;0.0629687;609;45;73.0;9671.471699431622
211130005000624;0.0702666;795;34;179.0;11314.052480125692
211130005000625;0.0639338;817;33;148.0;12778.843115847956
211130005000626;0.1166873;885;39;155.0;7584.372935186606
211130005000627;0.057122;784;43;179.0;13725.009628514408
211130005000628;0.0536385;669;29;151.0;12472.384574512711
211130005000629;0.0613766;628;32;108.0;10231.912487821091
211130005000630;0.0788187;691;29;92.0;8766.955050007167
211130005000631;0.0742932;741;36;122.0;9973.994928203389
211130005000632;0.0634517;1083;64;203.0;17068.100618265547
211130005000633;0.0634743;1056;44;209.0;16636.65452001834
211130005000634;0.1169698;728;26;162.0;6223.828714762272
211130005000635;0.0779176;1016;45;202.0;13039.415998439377
211130005000636;0.1055132;583;37;109.0;5525.3750241675925
211130005000637;0.0725169;777;28;113.0;10714.743735598186
211130005000638;0.0602868;811;46;153.0;13452.364365001957
211130005000639;0.0785199;1072;50;205.0;13652.589980374401
211130005000640;0.0611992;820;38;151.0;13398.867959058289
211130005000641;0.0992098;965;53;115.0;9726.86166084399
211130005000642;0.0364656;580;37;79.0;15905.401254881312
211130005000644;0.1147811;926;56;117.0;8067.530281553322
211130005000646;0.043299;494;37;44.0;11409.039469733712
211130005000647;0.0969147;1047;74;81.0;10803.314667434352
211130005000648;0.1036492;766;52;89.0;7390.312708636439
211130005000649;0.0544226;736;35;110.0;13523.793424055448
211130005000650;0.0727279;945;44;120.0;12993.637929872855
211130005000651;0.0866882;547;25;42.0;6309.9706765165265
211130005000652;0.0887015;906;51;94.0;10214.032457173778
211130005000653;0.1050515;1052;52;133.0;10014.135923808797
211130005000654;0.0602013;580;39;73.0;9634.34344441067
211130005000655;0.0659085;599;29;92.0;9088.357343893429
211130005000657;0.0646382;705;52;74.0;10906.863124282543
211130005000658;0.0960495;820;48;88.0;8537.26463958688
211130005000659;0.0277138;253;23;29.0;9129.025972620138
211130005000660;0.0668038;634;36;61.0;9490.478086575913
211130005000661;0.0759932;745;50;89.0;9803.508734992078
211130005000662;0.0508302;755;58;61.0;14853.374568661937
211130005000663;0.0764031;896;64;72.0;11727.272846258857
211130005000665;0.0754973;893;64;63.0;11828.237566111635
211130005000666;0.0731503;800;66;43.0;10936.387137168269
211130005000667;0.0704156;881;75;65.0;12511.432125835754
211130005000668;0.0757141;821;60;56.0;10843.422823489944
211130005000669;0.0694723;848;68;66.0;12206.303807416769
211130005000670;0.079164;925;66;50.0;11684.604112980647
211130005000671;0.1040986;1026;69;72.0;9856.040330993885
211130005000673;0.0733165;883;70;72.0;12043.673661454106
211130005000674;0.111101;968;72;82.0;8712.792864150637
211130005000675;0.0925294;982;69;82.0;10612.843053126899
211130005000677;0.0798913;512;31;44.0;6408.707831766413
211130005000678;0.1120084;973;67;63.0;8686.848486363524
211130005000679;0.0571036;641;58;54.0;11225.21172045195
211130005000680;0.0957663;1023;63;83.0;10682.254613574922
211130005000681;0.1060801;920;65;69.0;8672.691673556115
211130005000682;0.0653423;663;53;47.0;10146.566619173183
211130005000683;0.0944054;938;59;69.0;9935.87231238891
211130005000685;0.1080466;1060;92;75.0;9810.581730475553
211130005000686;0.1042911;1008;61;59.0;9665.254273854624
211130005000688;0.0721667;695;54;41.0;9630.480540193746
211130005000689;0.0486489;343;18;27.0;7050.519127873395
211130005000690;0.0550096;406;32;32.0;7380.529943864344
211130005000691;0.0613727;328;30;17.0;5344.395798131743
211130005000693;0.0949329;882;71;65.0;9290.772745802562
211130005000694;0.2123042;888;54;82.0;4182.6774976660845
211130005000695;0.069359;657;50;68.0;9472.454908519441
211130005000696;0.1139098;854;40;112.0;7497.160033640652
211130005000697;0.0959258;787;52;94.0;8204.257874315355
211130005000698;0.0722192;931;46;104.0;12891.308682455636
211130005000699;0.0668145;871;35;128.0;13036.092464958954
211130005000701;0.1365999;795;63;91.0;5819.916412823143
211130005000702;5.3872437;X;X;;
211130005000704;0.1489914;969;83;84.0;6503.7310878346
211130005000705;0.0921993;982;85;67.0;10650.840082299974
211130005000707;0.0848316;665;54;54.0;7839.059972934615
211130005000708;0.1083119;689;56;66.0;6361.258550537845
211130005000709;0.2236758;960;78;53.0;4291.926082303047
211130005000710;0.2582494;249;24;15.0;964.1842343099345
211130005000712;0.046637;492;12;39.0;10549.563651178249
211130005000713;0.0695646;728;55;55.0;10465.09287769929
211130005000714;0.0537716;676;38;48.0;12571.692120003867
211130005000715;0.0593867;542;34;53.0;9126.622627625376
211130005000717;0.0671627;681;47;50.0;10139.556628902648
211130005000718;0.0723534;862;67;70.0;11913.745587629608
211130005000719;0.0644143;561;38;42.0;8709.246238801012
211130005000720;0.0508086;277;12;25.0;5451.832957412721
211130005000721;0.1275661;808;44;72.0;6333.971172592092
211130005000724;0.0903115;930;45;74.0;10297.691877557121
211130005000725;0.0971401;933;52;92.0;9604.684368247512
211130005000726;0.0765851;974;40;91.0;12717.878542954177
211130005000727;0.1100591;899;52;81.0;8168.338647145033
211130005000728;0.0734121;942;48;100.0;12831.672163035795
211130005000731;0.2442722;955;79;70.0;3909.5730091267037
211130005000732;0.633587;210;13;41.0;331.44619444527746
211130005000735;0.0801154;944;78;100.0;11783.003018146323
211130005000736;0.1409042;794;52;99.0;5635.034299900216
211130005000737;0.0928619;1025;71;134.0;11037.896058555769
211130005000740;0.0687029;351;25;42.0;5108.954643835996
211130005000741;0.0831467;826;43;91.0;9934.24874348591
211130005000742;0.6020523;817;53;70.0;1357.0249627814726
211130005000743;0.2924365;721;65;49.0;2465.4925086300786
211130005000745;0.8038799;573;38;90.0;712.7930428413498
211130005000746;0.1671944;291;15;25.0;1740.4889158967048
211130005000749;0.031986;179;8;24.0;5596.198336772338
211130005000753;0.294431;762;31;151.0;2588.042699308157
211130005000755;0.04757;472;20;53.0;9922.219886483077
211130005000756;0.0451565;668;27;105.0;14792.99768582596
211130005000757;0.1117465;655;36;80.0;5861.481120214056
211130005000759;0.1738114;1051;36;185.0;6046.784042933892
211130005000760;0.1361981;160;7;27.0;1174.7594129433526
211130005000761;0.0714619;713;22;145.0;9977.34457102316
211130005000762;0.1095662;620;32;74.0;5658.6794102560825
211130005000763;0.0299837;527;30;53.0;17576.2164109166
211130005000764;0.0943901;768;34;97.0;8136.446512928792
211130005000766;0.029063;566;38;65.0;19474.933764580393
211130005000767;0.0198118;267;15;31.0;13476.816846525808
211130005000768;0.0223264;432;29;52.0;19349.290526014047
211130005000769;0.0351861;606;56;40.0;17222.71010427413
211130005000770;0.0620565;949;60;101.0;15292.51569134579
211130005000772;0.0652412;654;36;65.0;10024.34044744732
211130005000773;0.1489564;1098;67;132.0;7371.284483244762
211130005000774;0.1012731;907;52;105.0;8955.981400786586
211130005000778;0.0890427;732;45;80.0;8220.774976500039
211130005000780;0.5598637;909;55;129.0;1623.6094606597999
211130005000781;0.0732885;717;47;57.0;9783.253852923719
211130005000783;1.120367;964;81;92.0;860.4323404741483
211130005000784;0.1604196;992;53;113.0;6183.783029006431
211130005000785;0.0790606;968;73;109.0;12243.772498564393
211130005000786;0.0805915;786;52;106.0;9752.88957272169
211130005000787;0.2447422;713;78;32.0;2913.2695546579216
211130005000788;0.0987757;982;49;134.0;9941.716434305199
211130005000789;0.0718202;715;56;54.0;9955.416442727812
211130005000790;0.0334653;455;24;87.0;13596.172752074535
211130005000791;0.4369742;1132;81;89.0;2590.541958770106
211130005000792;0.0919625;490;31;58.0;5328.258801141769
211130005000793;0.1080798;791;62;77.0;7318.666392794953
211130005000794;0.0403266;664;45;65.0;16465.55871310748
211130005000795;0.0428382;654;40;58.0;15266.747902572937
211130005000798;0.0441437;526;29;41.0;11915.630089910905
211130005000799;0.4380765;585;25;90.0;1335.383203618546
211130005000800;0.0318634;599;24;83.0;18798.99822366728
211130005000801;0.039746;288;7;45.0;7246.012177326021
211130005000802;0.0130576;264;8;34.0;20218.110525670872
211130005000803;0.0107281;448;28;35.0;41759.49142905081
211130005000804;0.0104852;390;14;29.0;37195.2847823599
211130005000805;0.0120989;424;12;30.0;35044.508178429445
211130005000806;0.0128437;422;14;23.0;32856.57559737459
211130005000807;0.0118458;411;15;33.0;34695.841564098664
211130005000808;0.0130995;418;15;33.0;31909.614870796595
211130005000809;0.0134066;275;9;24.0;20512.2849939582
211130005000810;0.0121498;281;21;19.0;23127.95272350162
211130005000811;0.0128264;320;16;34.0;24948.54362876567
211130005000812;0.0225889;369;21;34.0;16335.456795151602
211130005000813;0.1305608;663;50;102.0;5078.0938842286505
211130005000815;0.1630462;448;12;107.0;2747.6874652705797
211130005000816;0.2603478;705;53;99.0;2707.9161029976053
211130005000817;0.1202181;659;28;153.0;5481.7036702459945
211130005000819;0.0609867;1028;67;207.0;16856.13420631056
211130005000820;0.6933402;193;7;68.0;278.3626277547444
211130005000821;0.9646233;759;27;186.0;786.835648693122
211130005000822;0.0580666;462;27;30.0;7956.381120988657
211130005000823;0.0468948;630;40;113.0;13434.32534097597
211130005000825;0.1427652;445;18;92.0;3117.006105129261
211130005000827;0.2789807;730;67;74.0;2616.66846487947
211130005000829;0.0865161;553;29;33.0;6391.873882433443
211130005000831;0.1296242;621;27;99.0;4790.772093482545
211130005000832;0.2056166;971;37;139.0;4722.381364150559
211130005000833;0.1990291;948;40;130.0;4763.122578557608
211130005000834;0.0954824;102;8;23.0;1068.2597002170035
211130005000836;0.6095463;133;5;31.0;218.19507394270133
211130005000838;0.1239034;807;46;146.0;6513.138461091464
211130005000839;0.1378447;493;18;126.0;3576.4886136354903
211130005000840;0.0651522;634;35;91.0;9731.060501410544
211130005000841;0.0826244;742;51;73.0;8980.398042224815
211130005000842;0.0932661;512;27;91.0;5489.668807851942
211130005000843;0.041879;364;25;57.0;8691.707060818071
211130005000845;0.2014936;356;14;86.0;1766.8054965517515
211130005000846;0.0680373;512;20;80.0;7525.283925141063
211130005000847;0.0587835;635;42;84.0;10802.350999855402
211130005000849;0.5105249;1077;47;189.0;2109.593479181917
211130005000850;0.0777122;686;36;122.0;8827.442795339728
211130005000852;0.0412817;649;28;68.0;15721.251789533862
211130005000853;0.0574241;917;62;54.0;15968.90504161145
211130005000856;0.149265;1130;91;66.0;7570.428432653334
211130005000857;0.0540407;726;26;169.0;13434.318948496226
211130005000858;0.0708878;794;42;156.0;11200.799009138385
211130005000859;0.5515781;230;20;22.0;416.9853734221863
211130005000860;0.4073624;691;55;47.0;1696.2783015810983
211130005000861;0.0462955;563;23;68.0;12161.009169357712
211130005000862;0.0574943;591;30;71.0;10279.279859046897
211130005000863;0.0644509;626;40;88.0;9712.82014680943
211130005000865;0.0925621;1012;57;124.0;10933.200521595772
211130005000867;0.0850002;699;41;68.0;8223.510062329266
211130005000868;0.0697686;462;18;63.0;6621.890076624728
211130005000871;0.073266;453;23;47.0;6182.949799361232
211130005000872;0.0301784;524;19;50.0;17363.412241868355
211130005000873;0.0618246;943;70;49.0;15252.828162252566
211130005000874;0.108051;342;17;68.0;3165.172002110115
211130005000875;0.0110622;450;18;26.0;40679.06926289527
211130005000876;0.0106907;419;7;33.0;39192.94339940322
211130005000877;0.230435;867;25;188.0;3762.4492807082256
211130005000878;0.0103076;350;12;41.0;33955.527959951876
211130005000879;0.0080996;262;14;28.0;32347.27640871154
211130005000880;0.0078534;274;13;24.0;34889.34728907225
211130005000881;0.0188953;553;20;54.0;29266.537181203792
211130005000883;0.0337967;552;32;47.0;16332.955584420964
211130005000884;0.8341176;X;X;;
211130005000885;0.0676285;624;23;119.0;9226.879200337136
211130005000886;0.0605649;565;24;157.0;9328.835678751224
211130005000887;0.0712952;513;15;95.0;7195.435316823573
211130005000888;0.1023204;878;42;184.0;8580.889050472828
211130005000889;0.1767708;487;28;80.0;2754.9798948695147
211130005000890;0.0529487;479;30;52.0;9046.492170723737
211130005000891;0.0226187;618;36;90.0;27322.525167228887
211130005000892;0.056415;585;22;106.0;10369.582557830365
211130005000893;0.0603998;1016;63;149.0;16821.247752476003
211130005000895;0.0291131;806;62;66.0;27685.131435676725
211130005000896;0.0449966;958;66;117.0;21290.49750425588
211130005000897;0.018341;305;17;23.0;16629.409519655415
211130005000898;0.0163264;385;14;26.0;23581.438651509212
211130005000899;0.0826298;448;23;66.0;5421.772774471196
211130005000900;0.064531;520;27;53.0;8058.14259813113
211130005000901;0.0143503;458;19;31.0;31915.709079252698
211130005000902;0.0157197;532;21;42.0;33842.885042335416
211130005000903;0.0313172;386;24;27.0;12325.49525500364
211130005000904;0.0182242;685;28;55.0;37587.383808342754
211130005000905;0.0151423;447;26;88.0;29519.954036044724
211130005000906;0.0382862;609;44;75.0;15906.514618844389
211130005000907;0.0873187;846;50;75.0;9688.646303712721
211130005000908;0.1466382;919;92;58.0;6267.1254829914715
211130005000909;0.0536083;724;46;89.0;13505.371369731927
211130005000910;0.0639561;978;72;78.0;15291.739177341957
211130005000911;0.083285;229;14;21.0;2749.594764963679
211130005000912;0.04816;748;69;67.0;15531.56146179402
211130005000913;0.8103878;539;27;74.0;665.1136653340536
211130005000914;0.7039476;663;60;58.0;941.8314658647888
211130005000915;0.2487879;707;48;53.0;2841.778076827691
211130005000917;0.0590316;754;51;84.0;12772.819981162633
211130005000918;0.9500938;693;68;36.0;729.4016653934591
211130005000919;0.0921029;908;50;102.0;9858.53865622038
211130005000920;0.0421286;733;54;53.0;17399.106545197323
211130005000921;0.0492585;576;70;20.0;11693.41331952861
211130005000922;0.0340977;570;32;54.0;16716.670039328164
211130005000923;0.055708;318;14;13.0;5708.33632512386
211130005000924;0.0459457;74;6;14.0;1610.5968567243508
211130005000925;0.0673041;868;45;122.0;12896.688314679193
211130005000927;0.1969249;1085;79;101.0;5509.714617095146
211130005000928;0.138087;858;58;95.0;6213.474114145431
211130005000929;0.0479372;64;6;;1335.080063082533
211130005000930;0.2199279;839;50;109.0;3814.8866060195182
211130005000932;1.6537737;553;44;47.0;334.38674227314175
211130005000933;0.1799072;828;58;68.0;4602.372778854877
211130005000936;0.0749576;640;47;62.0;8538.160239922303
211130005000937;0.0459822;726;42;96.0;15788.71824314626
211130005000938;0.05868;872;47;110.0;14860.259032038173
211130005000946;0.5033991;770;54;95.0;1529.6014633319767
211130005000947;0.5238215;657;36;85.0;1254.2440506928408
211130005000948;0.8779144;868;64;69.0;988.7068716494456
211130005000949;0.6574526;658;48;47.0;1000.8326075522402
211130005000951;0.2160273;X;X;;
211130005000952;0.3100462;867;61;66.0;2796.3574460838418
211130005000953;0.6007256;668;38;104.0;1111.9885684911715
211130005000955;0.7981278;744;53;77.0;932.1815378439392
211130005000956;0.7841265;993;83;132.0;1266.3773000912481
211130005000958;4.82322;501;40;37.0;103.87251670046152
211130005000959;6.7096408;289;26;24.0;43.072350460251165
211130005000962;0.6754779;1059;70;87.0;1567.7789014266789
211130005000964;37.8903394;104;8;22.0;2.744762956649578
211130005000968;1.6137059;674;63;58.0;417.6721421170983
211130005000972;1.0794834;1025;79;97.0;949.5282650942108
211130005000973;0.1268272;1029;83;69.0;8113.40154162514
211130005000974;0.1536134;935;78;40.0;6086.708581412819
211130005000976;10.2178459;704;58;79.0;68.89906217904499
211130005000977;0.485171;346;40;46.0;713.1506211212129
211130005000978;0.2435609;664;68;57.0;2726.2175496970162
211130005000979;0.9378783;308;27;34.0;328.4008170356431
211130005000983;0.1882;831;45;125.0;4415.515409139213
211130005000984;0.0753483;1164;58;165.0;15448.258288508167
211130005000985;0.0117818;436;21;38.0;37006.229947885724
211130005000986;0.0106591;490;31;40.0;45970.11004681446
211130005000987;0.0125778;452;22;23.0;35936.33226796419
211130005000988;0.1090299;276;16;23.0;2531.4156942269965
211130005000989;0.1197551;414;25;64.0;3457.0552736376153
211130005000990;0.0268719;508;37;67.0;18904.506194202866
211130005000991;0.0841877;400;25;90.0;4751.2878959753025
211130005000994;0.0410804;689;49;91.0;16771.988588231856
211130005000995;0.1522694;822;29;219.0;5398.326912695526
211130005000996;0.4080263;559;43;43.0;1370.0097273141462
211130005000997;0.0732613;448;15;143.0;6115.097602690643
211130005000999;0.0284927;402;40;25.0;14108.877010602717
211130005001001;0.0623541;646;31;118.0;10360.184815433147
211130005001002;0.0289819;514;29;59.0;17735.207146529385
211130005001003;0.053932;443;25;51.0;8214.047318845955
211130005001004;0.0580486;572;25;52.0;9853.812150508367
211130005001005;0.124131;91;9;14.0;733.0964867760672
211130005001006;0.0259825;469;37;45.0;18050.610988165114
211130005001007;0.2581589;242;10;33.0;937.4071550506296
211130005001008;0.052688;792;63;63.0;15031.885818402672
211130005001009;0.0594155;862;61;77.0;14507.998754533748
211130005001010;0.1316983;460;30;32.0;3492.8317222014257
211130005001011;0.0590291;644;38;89.0;10909.873265897668
211130005001013;0.1610315;682;56;47.0;4235.196219373229
211130005001014;0.0190034;404;36;37.0;21259.353589357695
211130005001015;0.0601036;830;50;134.0;13809.488949081253
211130005001018;0.0704803;566;36;37.0;8030.612809536849
211130005001019;1.0162477;153;11;;150.5538462719276
211130005001021;0.1100135;299;16;56.0;2717.8482640766815
211130005001022;0.0195326;654;41;61.0;33482.48569058906
211130005001023;0.0232405;598;41;80.0;25730.943826509756
211130005001024;0.1557707;335;15;60.0;2150.596999307315
211130005001025;0.0370169;604;36;99.0;16316.871483025321
211130005001026;0.0626852;435;15;83.0;6939.437060103502
211130005001029;0.0243994;616;38;91.0;25246.522455470214
211130005001030;0.074366;752;42;91.0;10112.148024634913
211130005001031;0.055038;768;39;145.0;13953.995421345253
211130005001032;0.0756669;580;15;76.0;7665.17460078317
211130005001033;0.0944519;1072;68;89.0;11349.692277233173
211130005001034;0.0952239;536;20;91.0;5628.838978449738
211130005001035;0.0388601;570;26;142.0;14668.00136901346
211130005001036;0.064643;717;34;68.0;11091.688195164208
211130005001037;0.0492628;841;35;145.0;17071.70522179007
211130005001039;0.0466317;477;36;42.0;10229.093084747072
211130005001040;0.0749962;699;31;102.0;9320.47223726002
211130005001041;0.0713089;349;18;31.0;4894.199742248163
211130005001042;0.8164878;388;47;30.0;475.206120654834
211130005001043;0.529134;80;5;20.0;151.19043569303807
211130005001044;0.076464;681;24;107.0;8906.15191462649
211130005001045;0.0420039;393;17;66.0;9356.274060265832
211130005001046;0.0916251;788;60;49.0;8600.263464923913
211130005001047;0.0588264;842;56;87.0;14313.30151088627
211130005001050;0.0277436;801;60;55.0;28871.523522542135
211130005001051;0.04316;736;47;96.0;17052.82669138091
211130005001052;0.0693661;768;36;114.0;11071.690638510743
211130005001053;0.1340242;531;15;110.0;3961.971047019866
211130005001054;0.1241426;906;48;112.0;7298.0588452312095
211130005001055;0.2945465;470;22;43.0;1595.6733486902747
211130005001059;0.0886045;795;46;94.0;8972.456252221953
211130005001061;0.0213551;505;46;54.0;23647.746908232697
211130005001062;0.0546358;595;30;84.0;10890.295374095374
211130005001063;0.0380839;271;8;65.0;7115.867860171884
211130005001065;0.1976236;754;46;102.0;3815.3337961660445
211130005001066;0.0343914;594;38;43.0;17271.75980041522
211130005001067;0.2792555;806;58;68.0;2886.2457498598956
211130005001068;0.4045935;731;37;126.0;1806.7517149929497
211130005001070;0.0328152;344;14;24.0;10482.946927033812
211130005001071;0.0603631;592;44;56.0;9807.316058983053
211130005001072;0.0268186;302;18;25.0;11260.84135637207
