CD_SETOR;AREA_KM2;populacao;densidade_hab_km2
211130005000704;0.1489914;969;6503.7310878346
211130005000705;0.0921993;982;10650.840082299974
211130005000707;0.0848316;665;7839.059972934615
211130005000708;0.1083119;689;6361.258550537845
211130005000709;0.2236758;960;4291.926082303047
211130005000710;0.2582494;249;964.1842343099345
211130005000712;0.046637;492;10549.563651178249
211130005000713;0.0695646;728;10465.09287769929
211130005000714;0.0537716;676;12571.692120003867
211130005000715;0.0593867;542;9126.622627625376
211130005000717;0.0671627;681;10139.556628902648
211130005000718;0.0723534;862;11913.745587629608
211130005000719;0.0644143;561;8709.246238801012
211130005000720;0.0508086;277;5451.832957412721
211130005000721;0.1275661;808;6333.971172592092
211130005000724;0.0903115;930;10297.691877557121
211130005000725;0.0971401;933;9604.684368247512
211130005000726;0.0765851;974;12717.878542954177
211130005000727;0.1100591;899;8168.338647145033
211130005000728;0.0734121;942;12831.672163035795
211130005000731;0.2442722;955;3909.5730091267037
211130005000732;0.633587;210;331.44619444527746
211130005000733;2.6887538;0;0.0
211130005000735;0.0801154;944;11783.003018146323
211130005000736;0.1409042;794;5635.034299900216
211130005000737;0.0928619;1025;11037.896058555769
211130005000740;0.0687029;351;5108.954643835996
211130005000741;0.0831467;826;9934.24874348591
211130005000742;0.6020523;817;1357.0249627814726
211130005000743;0.2924365;721;2465.4925086300786
211130005000745;0.8038799;573;712.7930428413498
211130005000746;0.1671944;291;1740.4889158967048
211130005000749;0.031986;179;5596.198336772338
211130005000753;0.294431;762;2588.042699308157
211130005000755;0.04757;472;9922.219886483077
211130005000756;0.0451565;668;14792.99768582596
211130005000757;0.1117465;655;5861.481120214056
211130005000759;0.1738114;1051;6046.784042933892
211130005000760;0.1361981;160;1174.7594129433526
211130005000761;0.0714619;713;9977.34457102316
211130005000762;0.1095662;620;5658.6794102560825
211130005000763;0.0299837;527;17576.2164109166
211130005000764;0.0943901;768;8136.446512928792
211130005000766;0.029063;566;19474.933764580393
211130005000767;0.0198118;267;13476.816846525808
211130005000768;0.0223264;432;19349.290526014047
211130005000769;0.0351861;606;17222.71010427413
211130005000770;0.0620565;949;15292.51569134579
211130005000772;0.0652412;654;10024.34044744732
211130005000773;0.1489564;1098;7371.284483244762
211130005000774;0.1012731;907;8955.981400786586
211130005000778;0.0890427;732;8220.774976500039
211130005000780;0.5598637;909;1623.6094606597999
211130005000781;0.0732885;717;9783.253852923719
211130005000783;1.120367;964;860.4323404741483
211130005000784;0.1604196;992;6183.783029006431
211130005000785;0.0790606;968;12243.772498564393
211130005000786;0.0805915;786;9752.88957272169
211130005000787;0.2447422;713;2913.2695546579216
211130005000788;0.0987757;982;9941.716434305199
211130005000789;0.0718202;715;9955.416442727812
211130005000790;0.0334653;455;13596.172752074535
211130005000791;0.4369742;1132;2590.541958770106
211130005000792;0.0919625;490;5328.258801141769
211130005000793;0.1080798;791;7318.666392794953
211130005000794;0.0403266;664;16465.55871310748
211130005000795;0.0428382;654;15266.747902572937
211130005000798;0.0441437;526;11915.630089910905
211130005000799;0.4380765;585;1335.383203618546
211130005000800;0.0318634;599;18798.99822366728
211130005000801;0.039746;288;7246.012177326021
211130005000802;0.0130576;264;20218.110525670872
211130005000803;0.0107281;448;41759.49142905081
211130005000804;0.0104852;390;37195.2847823599
211130005000805;0.0120989;424;35044.508178429445
211130005000806;0.0128437;422;32856.57559737459
211130005000807;0.0118458;411;34695.841564098664
211130005000808;0.0130995;418;31909.614870796595
211130005000809;0.0134066;275;20512.2849939582
211130005000810;0.0121498;281;23127.95272350162
211130005000811;0.0128264;320;24948.54362876567
211130005000812;0.0225889;369;16335.456795151602
211130005000813;0.1305608;663;5078.0938842286505
211130005000815;0.1630462;448;2747.6874652705797
211130005000816;0.2603478;705;2707.9161029976053
211130005000817;0.1202181;659;5481.7036702459945
211130005000819;0.0609867;1028;16856.13420631056
211130005000820;0.6933402;193;278.3626277547444
211130005000821;0.9646233;759;786.835648693122
211130005000822;0.0580666;462;7956.381120988657
211130005000823;0.0468948;630;13434.32534097597
211130005000825;0.1427652;445;3117.006105129261
211130005000827;0.2789807;730;2616.66846487947
211130005000829;0.0865161;553;6391.873882433443
211130005000831;0.1296242;621;4790.772093482545
211130005000832;0.2056166;971;4722.381364150559
211130005000833;0.1990291;948;4763.122578557608
211130005000834;0.0954824;102;1068.2597002170035
211130005000836;0.6095463;133;218.19507394270133
211130005000838;0.1239034;807;6513.138461091464
211130005000839;0.1378447;493;3576.4886136354903
211130005000840;0.0651522;634;9731.060501410544
211130005000841;0.0826244;742;8980.398042224815
211130005000842;0.0932661;512;5489.668807851942
211130005000843;0.041879;364;8691.707060818071
211130005000845;0.2014936;356;1766.8054965517515
211130005000846;0.0680373;512;7525.283925141063
211130005000847;0.0587835;635;10802.350999855402
211130005000849;0.5105249;1077;2109.593479181917
211130005000850;0.0777122;686;8827.442795339728
211130005000852;0.0412817;649;15721.251789533862
211130005000853;0.0574241;917;15968.90504161145
211130005000856;0.149265;1130;7570.428432653334
211130005000857;0.0540407;726;13434.318948496226
211130005000858;0.0708878;794;11200.799009138385
211130005000859;0.5515781;230;416.9853734221863
211130005000860;0.4073624;691;1696.2783015810983
211130005000861;0.0462955;563;12161.009169357712
211130005000862;0.0574943;591;10279.279859046897
211130005000863;0.0644509;626;9712.82014680943
211130005000865;0.0925621;1012;10933.200521595772
211130005000867;0.0850002;699;8223.510062329266
211130005000868;0.0697686;462;6621.890076624728
211130005000871;0.073266;453;6182.949799361232
211130005000872;0.0301784;524;17363.412241868355
211130005000873;0.0618246;943;15252.828162252566
211130005000874;0.108051;342;3165.172002110115
211130005000875;0.0110622;450;40679.06926289527
211130005000876;0.0106907;419;39192.94339940322
211130005000877;0.230435;867;3762.4492807082256
211130005000878;0.0103076;350;33955.527959951876
211130005000879;0.0080996;262;32347.27640871154
211130005000880;0.0078534;274;34889.34728907225
211130005000881;0.0188953;553;29266.537181203792
211130005000883;0.0337967;552;16332.955584420964
211130005000884;0.8341176;3;3.596615153546694
211130005000885;0.0676285;624;9226.879200337136
211130005000886;0.0605649;565;9328.835678751224
211130005000887;0.0712952;513;7195.435316823573
211130005000888;0.1023204;878;8580.889050472828
211130005000889;0.1767708;487;2754.9798948695147
211130005000890;0.0529487;479;9046.492170723737
211130005000891;0.0226187;618;27322.525167228887
211130005000892;0.056415;585;10369.582557830365
211130005000893;0.0603998;1016;16821.247752476003
211130005000895;0.0291131;806;27685.131435676725
211130005000896;0.0449966;958;21290.49750425588
211130005000897;0.018341;305;16629.409519655415
211130005000898;0.0163264;385;23581.438651509212
211130005000899;0.0826298;448;5421.772774471196
211130005000900;0.064531;520;8058.14259813113
211130005000901;0.0143503;458;31915.709079252698
211130005000902;0.0157197;532;33842.885042335416
211130005000903;0.0313172;386;12325.49525500364
211130005000904;0.0182242;685;37587.383808342754
211130005000905;0.0151423;447;29519.954036044724
211130005000906;0.0382862;609;15906.514618844389
211130005000907;0.0873187;846;9688.646303712721
211130005000908;0.1466382;919;6267.1254829914715
211130005000909;0.0536083;724;13505.371369731927
211130005000910;0.0639561;978;15291.739177341957
211130005000911;0.083285;229;2749.594764963679
211130005000912;0.04816;748;15531.56146179402
211130005000913;0.8103878;539;665.1136653340536
211130005000914;0.7039476;663;941.8314658647888
211130005000915;0.2487879;707;2841.778076827691
211130005000917;0.0590316;754;12772.819981162633
211130005000918;0.9500938;693;729.4016653934591
211130005000919;0.0921029;908;9858.53865622038
211130005000920;0.0421286;733;17399.106545197323
211130005000921;0.0492585;576;11693.41331952861
211130005000922;0.0340977;570;16716.670039328164
211130005000923;0.055708;318;5708.33632512386
211130005000924;0.0459457;74;1610.5968567243508
211130005000925;0.0673041;868;12896.688314679193
211130005000927;0.1969249;1085;5509.714617095146
211130005000928;0.138087;858;6213.474114145431
211130005000929;0.0479372;64;1335.080063082533
211130005000930;0.2199279;839;3814.8866060195182
211130005000932;1.6537737;553;334.38674227314175
211130005000933;0.1799072;828;4602.372778854877
211130005000936;0.0749576;640;8538.160239922303
211130005000937;0.0459822;726;15788.71824314626
211130005000938;0.05868;872;14860.259032038173
211130005000946;0.5033991;770;1529.6014633319767
211130005000947;0.5238215;657;1254.2440506928408
211130005000948;0.8779144;868;988.7068716494456
211130005000949;0.6574526;658;1000.8326075522402
211130005000951;0.2160273;2787;12901.14721611574
211130005000952;0.3100462;867;2796.3574460838418
211130005000953;0.6007256;668;1111.9885684911715
211130005000955;0.7981278;744;932.1815378439392
211130005000956;0.7841265;993;1266.3773000912481
211130005000958;4.82322;501;103.87251670046152
211130005000959;6.7096408;289;43.072350460251165
211130005000962;0.6754779;1059;1567.7789014266789
211130005000964;37.8903394;104;2.744762956649578
211130005000967;3.1078307;0;0.0
211130005000968;1.6137059;674;417.6721421170983
211130005000972;1.0794834;1025;949.5282650942108
211130005000973;0.1268272;1029;8113.40154162514
211130005000974;0.1536134;935;6086.708581412819
211130005000976;10.2178459;704;68.89906217904499
211130005000977;0.485171;346;713.1506211212129
211130005000978;0.2435609;664;2726.2175496970162
211130005000979;0.9378783;308;328.4008170356431
211130005000983;0.1882;831;4415.515409139213
211130005000984;0.0753483;1164;15448.258288508167
211130005000985;0.0117818;436;37006.229947885724
211130005000986;0.0106591;490;45970.11004681446
211130005000987;0.0125778;452;35936.33226796419
211130005000988;0.1090299;276;2531.4156942269965
211130005000989;0.1197551;414;3457.0552736376153
211130005000990;0.0268719;508;18904.506194202866
211130005000991;0.0841877;400;4751.2878959753025
211130005000994;0.0410804;689;16771.988588231856
211130005000995;0.1522694;822;5398.326912695526
211130005000996;0.4080263;559;1370.0097273141462
211130005000997;0.0732613;448;6115.097602690643
211130005000999;0.0284927;402;14108.877010602717
211130005001000;0.0712093;0;0.0
211130005001001;0.0623541;646;10360.184815433147
211130005001002;0.0289819;514;17735.207146529385
211130005001003;0.053932;443;8214.047318845955
211130005001004;0.0580486;572;9853.812150508367
211130005001005;0.124131;91;733.0964867760672
211130005001006;0.0259825;469;18050.610988165114
211130005001007;0.2581589;242;937.4071550506296
211130005001008;0.052688;792;15031.885818402672
211130005001009;0.0594155;862;14507.998754533748
211130005001010;0.1316983;460;3492.8317222014257
211130005001011;0.0590291;644;10909.873265897668
211130005001013;0.1610315;682;4235.196219373229
211130005001014;0.0190034;404;21259.353589357695
211130005001015;0.0601036;830;13809.488949081253
211130005001018;0.0704803;566;8030.612809536849
211130005001019;1.0162477;153;150.5538462719276
211130005001021;0.1100135;299;2717.8482640766815
211130005001022;0.0195326;654;33482.48569058906
211130005001023;0.0232405;598;25730.943826509756
211130005001024;0.1557707;335;2150.596999307315
211130005001025;0.0370169;604;16316.871483025321
211130005001026;0.0626852;435;6939.437060103502
211130005001029;0.0243994;616;25246.522455470214
211130005001030;0.074366;752;10112.148024634913
211130005001031;0.055038;768;13953.995421345253
211130005001032;0.0756669;580;7665.17460078317
211130005001033;0.0944519;1072;11349.692277233173
211130005001034;0.0952239;536;5628.838978449738
211130005001035;0.0388601;570;14668.00136901346
211130005001036;0.064643;717;11091.688195164208
211130005001037;0.0492628;841;17071.70522179007
211130005001039;0.0466317;477;10229.093084747072
211130005001040;0.0749962;699;9320.47223726002
211130005001041;0.0713089;349;4894.199742248163
211130005001042;0.8164878;388;475.206120654834
211130005001043;0.529134;80;151.19043569303807
211130005001044;0.076464;681;8906.15191462649
211130005001045;0.0420039;393;9356.274060265832
211130005001046;0.0916251;788;8600.263464923913
211130005001047;0.0588264;842;14313.30151088627
211130005001048;0.2825039;0;0.0
211130005001050;0.0277436;801;28871.523522542135
211130005001051;0.04316;736;17052.82669138091
211130005001052;0.0693661;768;11071.690638510743
211130005001053;0.1340242;531;3961.971047019866
211130005001054;0.1241426;906;7298.0588452312095
211130005001055;0.2945465;470;1595.6733486902747
211130005001059;0.0886045;795;8972.456252221953
211130005001061;0.0213551;505;23647.746908232697
211130005001062;0.0546358;595;10890.295374095374
211130005001063;0.0380839;271;7115.867860171884
211130005001065;0.1976236;754;3815.3337961660445
211130005001066;0.0343914;594;17271.75980041522
211130005001067;0.2792555;806;2886.2457498598956
211130005001068;0.4045935;731;1806.7517149929497
211130005001070;0.0328152;344;10482.946927033812
211130005001071;0.0603631;592;9807.316058983053
211130005001072;0.0268186;302;11260.84135637207
211130005001073;0.078829;482;6114.501008512096
211130005001075;0.4222073;569;1347.6792087678257
211130005001078;0.3364585;646;1919.99904891688
211130005001079;0.3214718;555;1726.4344804116568
211130005001080;0.0199661;21;1051.782771798198
211130005001081;0.1307902;385;2943.6456248251015
211130005001082;0.3831731;420;1096.1103480385236
211130005001083;0.0255048;427;16741.946613970704
211130005001084;0.0129232;191;14779.621146465273
211130005001085;0.0610078;645;10572.41860876806
211130005001086;0.0843904;609;7216.460640072804
211130005001090;0.2997631;815;2718.8136231577537
211130005001091;0.5597923;428;764.569287573266
211130005001092;0.1092597;252;2306.431374056491
211130005001093;0.1009583;285;2822.947692265024
211130005001094;0.0970133;572;5896.098782331907
211130005001095;0.011734;93;7925.686040565877
211130005001096;0.0500252;761;15212.332984175975
211130005001097;0.0757589;723;9543.433180787999
211130005001098;0.147439;734;4978.330021229119
211130005001099;0.120523;834;6919.84102619417
211130005001100;0.7131169;231;323.9300597139122
211130005001102;0.0265694;476;17915.34622535699
211130005001105;4.1211416;207;50.22880067988928
211130005001107;3.2877151;475;144.47723891890755
211130005001108;4.1635303;278;66.77025984415198
211130005001110;0.9344128;456;488.00701360255334
211130005001111;2.911052;288;98.93330658469858
211130005001112;0.1522653;0;0.0
211130005001113;0.08998;359;3989.775505667926
211130005001114;0.0280962;81;2882.952142994426
211130005001115;0.0448278;374;8343.03713320752
211130005001116;0.070778;586;8279.408855859167
211130005001118;0.059298;493;8313.93976188067
211130005001119;0.0455856;380;8335.965743568146
211130005001120;12.0698553;46;3.811147595116571
211130005001122;10.98902;161;14.65098798618985
211130005001123;15.6950756;1052;67.0273929741377
211130005001124;0.6032008;343;568.6331980992068
211130005001125;0.800824;625;780.4461404753105
211130005001126;0.2482714;187;753.2079812656633
211130005001127;0.0534795;779;14566.329154161875
211130005001128;0.0204414;893;43685.85321944681
211130005001129;0.0228743;761;33268.77762379614
211130005001130;0.0131061;332;25331.715765941048
211130005001131;0.0692237;436;6298.420916535811
211130005001132;0.0624133;596;9549.246715043108
211130005001133;0.0885966;211;2381.581234494326
211130005001134;0.0218989;452;20640.30613409806
211130005001135;0.0559475;396;7078.0642566691995
211130005001138;0.0513189;579;11282.393036483634
211130005001139;0.0207947;779;37461.46854727407
211130005001140;0.0093736;269;28697.6188444141
211130005001141;0.0093079;305;32767.863857583347
211130005001142;0.01059;284;26817.75259678942
211130005001145;0.005695;299;52502.19490781387
211130005001146;0.0079355;325;40955.201310566445
211130005001147;0.0081666;319;39061.54335953763
211130005001148;0.0060129;298;49560.11242495302
211130005001149;0.0070142;323;46049.442559379546
211130005001150;0.0067424;314;46570.953962980544
211130005001151;0.0071198;310;43540.54889182281
211130005001152;0.006507;326;50099.892423543875
211130005001153;0.0315213;560;17765.76473686047
211130005001154;0.0161074;393;24398.723568049467
211130005001155;0.0159241;692;43456.14508826244
211130005001156;0.0143318;460;32096.45683026556
211130005001157;0.0150485;444;29504.601787553576
211130005001158;0.0094852;443;46704.33939189475
211130005001159;0.0161206;403;24999.069513541683
211130005001160;0.0551302;365;6620.690655938125
211130005001161;0.1635119;60;366.9457696962729
211130005001162;0.2419812;629;2599.375488674327
211130005001163;0.0099778;435;43596.78486239452
211130005001164;0.0079743;353;44267.208407007514
211130005001165;0.0104353;410;39289.71855145516
211130005001166;0.009998;514;51410.282056411284
211130005001167;0.0118222;269;22753.80216880107
211130005001168;0.0884866;513;5797.487981231056
211130005001169;0.1305759;909;6961.468387351724
211130005001170;0.0230265;461;20020.41126528131
211130005001171;0.0084775;550;64877.61722205838
211130005001172;0.0120554;330;27373.625097466695
211130005001173;0.0101305;403;39780.85977987266
211130005001174;0.0082793;580;70054.23163794041
211130005001175;0.0109219;453;41476.29991118761
211130005001176;0.0123782;475;38373.91543196911
211130005001177;0.0141485;451;31876.170618793512
211130005001178;0.0111938;477;42612.874984366346
211130005001179;0.0096138;584;60746.01094260334
211130005001180;0.0085257;400;46916.968694652634
211130005001181;0.0091438;434;47463.85528992322
211130005001182;0.0107121;450;42008.569748228634
211130005001183;0.0839145;892;10629.867305412055
211130005001184;0.0198884;618;31073.389513485246
211130005001185;0.014945;255;17062.56273001004
211130005001187;0.0173706;551;31720.26297306944
211130005001188;0.034822;9;258.4572971110218
211130005001189;0.2801223;599;2138.3517128054427
211130005001190;0.081282;457;5622.401023596861
211130005001191;0.0077668;620;79826.95576041614
211130005001192;0.005148;311;60411.81041181042
211130005001193;0.0057748;388;67188.47405970769
211130005001194;0.0059384;362;60959.18092415466
211130005001196;0.0111458;318;28530.926447630496
211130005001197;0.0247674;291;11749.315632646141
211130005001198;0.0615002;430;6991.847180984778
211130005001199;0.0420769;756;17967.10308981888
211130005001200;0.1121522;539;4805.969031369871
211130005001201;0.0650978;551;8464.187729846477
211130005001202;0.2569743;767;2984.734271092479
211130005001203;0.1274175;571;4481.331057350835
211130005001204;0.0467557;591;12640.170075520206
211130005001205;0.0340752;538;15788.60872423346
211130005001206;0.1157608;631;5450.895294434731
211130005001207;0.1156227;640;5535.245241635077
211130005001209;0.1060923;1032;9727.378895546613
211130005001210;0.0408646;726;17765.988165796312
211130005001211;0.0127576;375;29394.2434313664
211130005001212;0.0091843;452;49214.42026066222
211130005001213;0.1290295;495;3836.332001596534
211130005001214;0.035637;721;20231.781575329012
211130005001215;0.0540863;759;14033.128537171151
211130005001216;0.0142853;227;15890.460823363877
211130005001218;0.4551108;386;848.145111036697
211130005001219;0.0433093;583;13461.312004581001
211130005001220;0.03517;524;14899.061700312766
211130005001221;0.0683668;278;4066.3011871259146
211130005001223;0.0096735;278;28738.305680467256
211130005001224;0.1008519;622;6167.459413258452
211130005001225;0.0108182;385;35588.17548205801
211130005001226;0.0107192;392;36569.893275617585
211130005001227;0.0130985;357;27255.029201817
211130005001228;0.0117154;315;26887.68629325503
211130005001229;0.0121131;400;33022.100040452075
211130005001230;0.0109973;363;33008.10198866995
211130005001231;0.0715564;367;5128.821461113192
211130005001232;0.0739758;560;7570.0431762819735
211130005001233;0.054107;422;7799.360526364426
211130005001234;0.0803178;736;9163.597608500233
211130005001235;0.0852133;635;7451.888378926763
211130005001237;0.0753524;647;8586.32239981739
211130005001238;0.0359648;523;14541.996618916275
211130005001239;0.0540613;689;12744.79156069129
211130005001240;0.0594716;447;7516.192602855817
211130005001241;0.0628723;777;12358.383580686565
211130005001242;0.0522629;474;9069.53115881438
211130005001243;0.0959176;929;9685.396632109227
211130005001244;0.0584798;588;10054.753949226913
211130005001245;0.1120427;1055;9416.052986941586
211130005001246;0.1111397;864;7773.999749864361
211130005001247;0.0959539;882;9191.914033718276
211130005001248;0.067692;641;9469.3612243692
211130005001249;0.0155047;494;31861.306571555724
211130005001250;0.0191522;616;32163.406814882885
211130005001251;0.0216522;730;33714.81881748737
211130005001252;0.02666;634;23780.94523630908
211130005001253;0.3606069;549;1522.4334309742826
211130005001254;0.0677787;826;12186.719426604524
211130005001255;0.1369441;608;4439.767759253593
211130005001258;0.0745793;520;6972.444096418175
211130005001259;0.0276555;682;24660.555766484063
211130005001262;0.0689885;707;10248.084825731825
211130005001263;0.0211336;698;33027.97441041753
211130005001264;0.0106155;407;38340.16296924309
211130005001265;0.0120366;389;32318.09647242577
211130005001266;0.0177174;1116;62988.92614040434
211130005001267;0.0193202;127;6573.430916864215
211130005001268;0.0357572;577;16136.610249124651
211130005001269;0.0355166;598;16837.197254241677
211130005001270;0.0191535;632;32996.5802594826
211130005001271;0.4076676;462;1133.2762279857413
211130005001272;0.0124275;377;30335.948501307586
211130005001273;0.0112101;456;40677.60323279899
211130005001274;0.1681995;864;5136.757243630332
211130005001275;0.0780076;580;7435.172983145232
211130005001276;0.015383;281;18266.91802639277
211130005001277;0.0217348;463;21302.243406886653
211130005001278;0.0172706;477;27619.1909951015
211130005001279;0.0133524;490;36697.52254276384
211130005001280;0.0133414;412;30881.316803333983
211130005001282;0.0173468;637;36721.47024235017
211130005001283;0.144366;579;4010.6396242882674
211130005001284;0.0993044;606;6102.448632688985
211130005001285;0.085266;602;7060.258485210988
211130005001286;0.0676447;718;10614.283158917106
211130005001287;0.0206004;582;28251.878604298945
211130005001288;0.0157093;575;36602.52207291222
211130005001289;0.0161878;558;34470.403637307114
211130005001290;0.0130798;513;39220.78319240355
211130005001291;0.0125112;335;26776.0086962082
211130005001292;0.0135073;411;30427.990790165317
211130005001294;1.8641281;1216;652.3156858157977
211130005001295;0.0341532;691;20232.364756450348
211130005001296;0.0367274;737;20066.762144883654
211130005001297;0.0304674;734;24091.323841220452
211130005001298;0.2102603;1257;5978.3040355216835
211130005001300;0.086839;993;11434.95434079158
211130005001301;0.0560651;667;11896.88415788075
211130005001302;0.0519026;649;12504.190541514297
211130005001303;0.0605735;667;11011.41588318324
211130005001304;0.0504472;655;12983.872246626177
211130005001305;0.0401165;544;13560.505029102738
211130005001306;0.0479106;619;12919.896640826873
211130005001307;0.04607;454;9854.569133926634
211130005001308;0.0234429;676;28836.022847002718
211130005001309;0.02058;485;23566.56948493683
211130005001310;0.0493994;749;15162.127475232492
211130005001311;0.0197277;641;32492.383805512047
211130005001312;0.0216563;433;19994.18183161482
211130005001313;0.0448169;585;13053.11166100288
211130005001314;0.0481845;541;11227.676950056553
211130005001315;0.0380188;447;11757.341104927036
211130005001316;0.0120997;565;46695.37261254412
211130005001317;0.0401726;600;14935.553088423452
211130005001318;0.0523302;681;13013.518006810598
211130005001319;0.0482563;351;7273.661677335394
211130005001320;0.0100693;382;37937.0959252381
211130005001321;0.0391201;485;12397.718819737169
211130005001322;0.0170267;310;18206.698890565996
211130005001323;0.0221612;502;22652.202949298775
211130005001324;0.0165567;500;30199.254682394436
211130005001326;2.759519;547;198.22295117373716
211130005001327;0.2117266;863;4076.0112333547136
211130005001328;0.1751983;652;3721.4972976335957
211130005001329;0.0258134;501;19408.524254844382
211130005001330;0.0212036;655;30890.980776849214
211130005001331;0.0105366;348;33027.73190592791
211130005001333;0.0317145;514;16207.097699790316
211130005001336;5.2123118;516;98.99638007073943
211130005001339;0.0186649;388;20787.681691302925
211130005001340;0.031602;386;12214.416809062719
211130005001341;0.0161579;285;17638.430736667513
211130005001342;0.0172225;301;17477.13746552475
211130005001343;0.0182431;332;18198.661411711822
211130005001344;0.0207494;292;14072.69607795888
211130005001345;0.0730581;748;10238.426676850342
211130005001346;0.067659;954;14100.119717997606
211130005001347;0.0677801;737;10873.39794423437
211130005001348;0.1264975;837;6616.731555959604
211130005001349;0.2551005;512;2007.0521225948205
211130005001351;0.0112711;321;28479.91766553398
211130005001352;0.0140326;462;32923.33566124596
211130005001353;0.0126526;310;24500.89309707096
211130005001354;0.0143194;429;29959.3558389318
211130005001355;0.0126121;341;27037.527453794373
211130005001356;0.0178394;465;26065.899077323233
211130005001357;0.0111183;438;39394.511750897174
211130005001358;0.0125845;457;36314.51388612976
211130005001359;0.1016916;418;4110.4673345684405
211130005001360;3.7269309;190;50.98028514561405
211130005001361;0.0094376;206;21827.58328388573
211130005001362;1.1634851;31;26.644088523351094
211130005001363;4.6678115;451;96.61915439387387
211130005001364;1.7233875;53;30.753385411000135
211130005001365;0.0586837;24;408.9721677399346
211130005001366;0.1590814;101;634.8950914437514
211130005001367;0.0167005;505;30238.61561031107
211130005001368;0.0176642;521;29494.684163449234
211130005001369;0.0108047;292;27025.276037280073
211130005001370;0.0261296;275;10524.462678341804
211130005001371;0.2948378;2;6.7833907321245785
211130005001372;1.0781827;136;126.13817676725847
211130005001373;0.133991;907;6769.111358225552
211130005001374;0.1373347;985;7172.258722668051
211130005001375;0.0432904;779;17994.7517232458
211130005001376;0.0305742;374;12232.535928985877
211130005001377;0.1037199;465;4483.228387223667
211130005001378;0.100192;616;6148.195464707761
211130005001379;0.0595058;776;13040.745607991154
211130005001380;0.0460348;397;8623.910606758365
211130005001381;0.3066595;894;2915.285520259441
211130005001382;0.3003404;509;1694.7436974845875
211130005001383;0.0789461;581;7359.451575188641
211130005001384;0.0809739;1010;12473.154930168857
211130005001385;0.0763308;683;8947.895213989634
211130005001386;0.0652431;388;5946.989030257606
211130005001387;0.0909939;658;7231.253963177751
211130005001388;0.1040441;659;6333.852664399038
211130005001389;0.1262291;811;6424.8259711904775
211130005001390;0.051963;921;17724.149875873216
211130005001391;0.0610762;786;12869.169987654766
211130005001392;0.0633567;669;10559.262082778932
211130005001393;0.1627476;691;4245.838341087672
211130005001394;0.1995655;1146;5742.475528084764
211130005001396;1.7431935;737;422.7872579836949
211130005001397;0.2885536;830;2876.4153349672292
211130005001398;0.0774357;678;8755.651463084856
211130005001399;0.0986043;490;4969.357320116871
211130005001400;0.0959301;697;7265.707009583019
211130005001401;0.1929989;563;2917.1150716403044
211130005001402;0.4031897;390;967.2866147126279
211130005001404;0.1007493;743;7374.741065198468
211130005001405;0.0903633;812;8985.94894166105
211130005001406;0.0093998;541;57554.41605140535
211130005001407;0.0088124;564;64000.72624937588
211130005001408;0.0095783;525;54811.39659438522
211130005001409;0.0103984;502;48276.657947376516
211130005001410;0.0100317;482;48047.68882642025
211130005001411;0.0113772;504;44299.12456491931
